run_id,seed,MAX_CANDS,user,context,model,recommended_item,heldout_target,rank,is_target,hybrid_score,cbf_norm,cf_norm,keyword_hit,explanation_type,reason_th
ced76ac42907,42,20,บุคคล1,งานฌาปนกิจศพ,Hybrid-WeightedSum,การแสดงโขนเรื่องรามเกียรติ์ ชุดยกรบ,การแสดงโขนเรื่องรามเกียรติ์ ชุดยกรบ,1,1,1.6907140016555786,2.1361734867095947,-0.09112390875816345,1,Keyword-driven,"แนะนำภายในบริบท งานฌาปนกิจศพ และตรงกับคำสำคัญ ชั้นเชิง , วานร (1/2)"
ced76ac42907,42,20,บุคคล1,งานฌาปนกิจศพ,Hybrid-WeightedSum,ฉุยฉายหนุมานทรงเครื่อง,การแสดงโขนเรื่องรามเกียรติ์ ชุดยกรบ,2,0,1.4561721086502075,2.0747597217559814,-1.0181783437728882,1,Keyword-driven,"แนะนำภายในบริบท งานฌาปนกิจศพ และตรงกับคำสำคัญ ชั้นเชิง , วานร (1/2)"
ced76ac42907,42,20,บุคคล1,งานฌาปนกิจศพ,Hybrid-WeightedSum,หนุมานจับนางเบญกาย,การแสดงโขนเรื่องรามเกียรติ์ ชุดยกรบ,3,0,1.3134949207305908,1.7472200393676758,-0.4214056134223938,1,Keyword-driven,"แนะนำภายในบริบท งานฌาปนกิจศพ และตรงกับคำสำคัญ ชั้นเชิง , วานร (1/2)"
ced76ac42907,42,20,บุคคล1,งานฌาปนกิจศพ,Hybrid-WeightedSum,หนุมานจับนางสุพรรณมัจฉา,การแสดงโขนเรื่องรามเกียรติ์ ชุดยกรบ,4,0,1.2293120622634888,1.4196802377700806,0.46783918142318726,1,Keyword-driven,"แนะนำภายในบริบท งานฌาปนกิจศพ และตรงกับคำสำคัญ ชั้นเชิง , วานร (1/2)"
ced76ac42907,42,20,บุคคล1,งานฌาปนกิจศพ,Hybrid-WeightedSum,การแสดงโขนเรื่องรามเกียรติ์ ตอน พระรามตามกวาง,การแสดงโขนเรื่องรามเกียรติ์ ชุดยกรบ,5,0,0.16300839185714722,-0.5046159625053406,2.833505868911743,0,CF-dominant,แนะนำภายในบริบท งานฌาปนกิจศพ และคล้ายกับสิ่งที่คุณเคยชอบในอดีต จึงถูกจัดอันดับสูง
ced76ac42907,42,20,บุคคล1,งานฌาปนกิจศพ,Hybrid-WeightedSum,การแสดงโขนเรื่องรามเกียรติ์ ตอน นางลอย,การแสดงโขนเรื่องรามเกียรติ์ ชุดยกรบ,6,0,0.1388213038444519,-0.11566248536109924,1.1567564010620117,0,CF-dominant,แนะนำภายในบริบท งานฌาปนกิจศพ และคล้ายกับสิ่งที่คุณเคยชอบในอดีต จึงถูกจัดอันดับสูง
ced76ac42907,42,20,บุคคล1,งานฌาปนกิจศพ,Hybrid-WeightedSum,การแสดงโขนเรื่องรามเกียรติ์ ตอน ขับพิเภก,การแสดงโขนเรื่องรามเกียรติ์ ชุดยกรบ,7,0,0.12999005615711212,-0.19754743576049805,1.4401400089263916,0,CF-dominant,แนะนำภายในบริบท งานฌาปนกิจศพ และคล้ายกับสิ่งที่คุณเคยชอบในอดีต จึงถูกจัดอันดับสูง
ced76ac42907,42,20,บุคคล1,งานฌาปนกิจศพ,Hybrid-WeightedSum,การแสดงโขนเรื่องรามเกียรติ์ ตอน ศึกพรหมาสตร์,การแสดงโขนเรื่องรามเกียรติ์ ชุดยกรบ,8,0,-0.06470117717981339,-0.03377753868699074,-0.18839573860168457,0,Context-only,แนะนำภายในบริบท งานฌาปนกิจศพ
ced76ac42907,42,20,บุคคล1,งานฌาปนกิจศพ,Hybrid-WeightedSum,ฟ้อนดวงเดือน,การแสดงโขนเรื่องรามเกียรติ์ ชุดยกรบ,9,0,-0.08801345229148866,-0.8321557641029358,1.1282868385314941,0,CF-dominant,แนะนำภายในบริบท งานฌาปนกิจศพ และคล้ายกับสิ่งที่คุณเคยชอบในอดีต จึงถูกจัดอันดับสูง
ced76ac42907,42,20,บุคคล1,งานฌาปนกิจศพ,Hybrid-WeightedSum,การแสดงโขนเรื่องรามเกียรติ์ ตอน ศึกวิรุญจำบัง,การแสดงโขนเรื่องรามเกียรติ์ ชุดยกรบ,10,0,-0.11793757230043411,-0.09519124776124954,-0.2089228481054306,0,Context-only,แนะนำภายในบริบท งานฌาปนกิจศพ
ced76ac42907,42,20,บุคคล10,การเผยแพร่วัฒนธรรมในประเทศ,Hybrid-WeightedSum,การแสดงโขนเรื่องรามเกียรติ์ ตอน นางลอย,การแสดงโขนเรื่องรามเกียรติ์ ตอน พระรามตามกวาง,1,0,2.0061991214752197,2.01920223236084,1.9541869163513184,1,Balanced,แนะนำภายในบริบท การเผยแพร่วัฒนธรรมในประเทศ และได้คะแนนสูงทั้งจากเนื้อหาและพฤติกรรม จึงเป็นตัวเลือกอันดับต้น ๆ
ced76ac42907,42,20,บุคคล10,การเผยแพร่วัฒนธรรมในประเทศ,Hybrid-WeightedSum,การแสดงโขนเรื่องรามเกียรติ์ ตอน ลักสีดา,การแสดงโขนเรื่องรามเกียรติ์ ตอน พระรามตามกวาง,2,0,1.8563261032104492,2.3948676586151123,-0.29784029722213745,1,Keyword-driven,"แนะนำภายในบริบท การเผยแพร่วัฒนธรรมในประเทศ และตรงกับคำสำคัญ พระราม , นางสีดา (1/2)"
ced76ac42907,42,20,บุคคล10,การเผยแพร่วัฒนธรรมในประเทศ,Hybrid-WeightedSum,การแสดงโขนเรื่องรามเกียรติ์ ตอน พระรามตามกวาง,การแสดงโขนเรื่องรามเกียรติ์ ตอน พระรามตามกวาง,3,1,1.3800265789031982,0.8922055959701538,3.331310510635376,1,Balanced,แนะนำภายในบริบท การเผยแพร่วัฒนธรรมในประเทศ และได้คะแนนสูงทั้งจากเนื้อหาและพฤติกรรม จึงเป็นตัวเลือกอันดับต้น ๆ
ced76ac42907,42,20,บุคคล10,การเผยแพร่วัฒนธรรมในประเทศ,Hybrid-WeightedSum,การแสดงโขนเรื่องรามเกียรติ์ ตอน ขับพิเภก,การแสดงโขนเรื่องรามเกียรติ์ ตอน พระรามตามกวาง,4,0,0.7343652248382568,0.6574146747589111,1.04216730594635,1,Balanced,แนะนำภายในบริบท การเผยแพร่วัฒนธรรมในประเทศ และได้คะแนนสูงทั้งจากเนื้อหาและพฤติกรรม จึงเป็นตัวเลือกอันดับต้น ๆ
